,id,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
32963,3548885,0.5420507863,46801.7256817296,18194501.65078084,20.2,False
32965,3551476,0.0494356193,25110.4714244842,4363984.346366219,25.4,False
32966,3551478,0.0301606001,76264.8118813757,1165295.779839844,26.473,False
32967,3551522,0.0783501764,44857.782261308195,34574146.86819726,24.4,False
32968,3638379,0.5176544822,35427.59231690917,46807184.20044431,20.3,False
32969,3720362,0.050354696,63436.45061401526,28675485.779993694,25.36,False
32972,3873197,0.1636967205,10879.5143095192,53066637.70727719,22.8,False
32980,3550077,0.0411187571,26740.1195808562,10438326.06221236,25.8,False
32981,3550306,0.4943561926,12097.0161704532,47881649.389545605,20.4,False
32982,3550613,0.0622357573,75759.6339109026,3469157.775539625,24.9,False
32984,3551328,0.1563291544,72745.1644260832,41018649.30499189,22.9,False
32986,3552162,0.0297879063,44740.145618114155,24631517.985763866,26.5,False
32987,3553986,0.3119176705,40711.7600790221,34602662.45122752,21.4,True
32989,3733298,0.0820427065,53557.72167943965,24107140.298782855,24.3,False
32997,3551520,0.0085830171,33760.3779527405,80305.557795765,29.202,False
33004,3909261,0.358129403,62657.3985510231,23412043.489769835,21.1,True
33010,3781047,0.023661375,46317.4906149883,32028222.16722758,27.0,False
33016,3550115,0.0594346868,9992.3960093259,13127519.932691157,25.0,False
33018,3551167,0.0783501764,45447.76207820175,29670447.627383802,24.4,False
33019,3551477,0.0783501764,83874.7214069951,4376699.417326869,24.4,False
33023,3892703,0.023661375,68635.72047554947,38509367.08760028,27.0,False
33049,3552670,0.0594346868,29199.4422166069,15174232.285411434,25.0,False
33057,3553057,0.4943561926,47730.6763159921,16682470.740294952,20.4,False
33067,3547588,1.0328564805,42616.7305396585,44533047.30151353,18.8,False
33072,3005831,0.0594346868,35821.01606030996,34407653.38733318,25.0,False
33078,3552665,0.1081533507,18784.2373758912,3151501.374145672,23.7,False
33079,3552687,0.1032856481,68528.6974409515,23561764.291819505,23.8,False
33084,2005869,2.1579430484,33410.6478575272,46780567.26870073,17.2,False
33090,3552693,0.0247765013,70631.3689151159,192473.936003256,26.9,False
33091,3553286,0.0899580388,25211.2029878119,27344263.33315272,24.1,False
33105,3552776,0.1185877909,13471.2021734076,39384628.30278175,23.5,False
33107,3553587,0.130028927,33846.6489531627,33358862.167228203,23.3,False
33121,3550138,0.1081533507,44005.9864110275,14457288.9065736,23.7,False
33123,3551407,0.2238927232,17044.1357307685,39315712.27409993,22.12,False
33125,3631991,0.0472106499,43036.3596458333,21820548.21779108,25.5,False
33126,3788009,0.4508582062,48201.06542556315,43790786.58502827,20.6,True
33134,3552667,0.0494356193,25136.801340917,9028840.901262593,25.4,False
33135,3553154,0.1294314984,31855.9574442325,26732096.97104184,23.31,False
33142,3795035,0.4508582062,48551.9421283114,42741997.39446773,20.6,False
33147,54212936,0.0476474846,41272.81495918815,35309636.171735056,25.48,False
33150,2499672,1.1325046106,9244.5254416587,69548307.78940618,18.6,False
33152,3552669,0.0517654482,35795.5915193918,8187826.449529865,25.3,False
33153,3552771,0.1132504611,47232.616242729404,40409543.02715102,23.6,False
33154,3552773,0.0215794305,30458.0941540189,1431276.72363778,27.2,False
33159,3780669,0.2157943048,44585.141643988696,21319355.126423843,22.2,False
33169,3552663,0.0941976306,19685.9810621665,10017093.256756924,24.0,False
33170,3552779,0.1081533507,34020.483175386646,22862699.137508456,23.7,False
33171,3553151,0.1492931834,30023.4100994526,5163223.562981873,23.0,False
33172,3553585,0.0714562102,23721.5157113886,13215393.691609584,24.6,False
33181,3550891,0.5420507863,59514.89156573114,49275548.8410207,20.2,False
33183,3553546,0.0542050786,15057.7208397545,13603348.032009484,25.2,False
33190,3552668,0.007145621,82866.97182619655,16541129.311378336,29.6,False
33191,3555045,0.5943468684,80189.671490829,71382923.7975904,20.0,False
33196,3840125,0.0899580388,54712.9095969841,26374640.976361286,24.1,False
33199,2529668,1.7062394488,74842.1338794052,6386354.672232428,17.71,True
33201,3552533,0.1492931834,71128.8991878379,15327020.030793443,23.0,False
33203,3692748,0.0622357573,54613.76955220325,39571772.97922391,24.9,False
33204,3766326,0.0059434687,32618.74648266102,42692219.47685993,30.0,False
33212,3550889,0.6824015094,61330.4791202076,27258879.670673206,19.7,True
33213,3552688,0.0748238376,10973.6830520736,29024522.71821288,24.5,False
33215,3698474,0.0342010925,52471.69942643327,23915798.3573954,26.2,False
33218,3798990,0.3926810818,48827.21757049115,17096853.49668256,20.9,False
33222,3552682,0.0102669153,19361.6814982108,1717563.573676758,28.813,False
33223,3552774,0.0820427065,29280.5497672033,12348152.339699935,24.3,False
33224,3553060,0.0297879063,37105.51456004093,50206861.060758404,26.5,False
33226,3653969,0.0430566244,28913.804005020167,28198345.693642333,25.7,False
33234,3552686,0.1636967205,48233.50971306425,25778393.30115743,22.8,False
33235,3552690,0.0350299872,19274.8209105217,3686048.013739404,26.148,False
33236,3553664,0.0517654482,54217.2238057501,7079315.014224834,25.3,False
33244,3608786,0.0326617897,43081.41549280895,38012704.25731041,26.3,False
33246,3789666,1.4589485569,71396.1715956273,43820288.915609054,18.05,False
33250,54017610,0.1361570015,30993.996589365102,48055082.338113695,23.2,False
33252,2017181,2.844722965,86942.3932216768,40403765.5723714,16.6,False
33255,2429382,1.2706910727,56713.2336893898,63449863.53793605,18.35,False
33257,3552692,0.0540804104,32182.9603844063,4791753.711073011,25.205,False
33259,3553281,0.0259441818,27398.5688545507,1731100.086541578,26.8,False
33260,3699887,0.411187571,16958.55577616475,55443109.145991325,20.8,False
33263,3734643,0.1714115092,58944.47891038057,26032132.611360494,22.7,False
33268,54215200,0.1977151638,13555.2849360978,30548873.19281071,22.39,False
33271,3024714,0.459240286,71512.1453737566,8058340.337655221,20.56,True
33273,3553288,0.0594346868,16628.3771816378,9844940.755253617,25.0,False
33278,3825016,0.0411187571,40873.22985459006,32761347.056483645,25.8,False
33284,2513163,0.4508582062,12473.9493003695,45742132.93602596,20.6,False
33293,54226120,0.0056759685,62758.17468159667,33322868.297628406,30.1,False
33300,3550088,0.358129403,24073.9726516549,22489879.41165933,21.1,False
33301,3550233,0.8204270649,63755.8928778074,52814929.32778405,19.3,True
33302,3553702,0.0155396051,15608.780623518,3905659.511993418,27.913,False
33303,3634440,0.0179489885,43208.3447036206,12857936.066312246,27.6,False
33304,3666431,0.0682401509,35801.81012332823,33190165.195644487,24.7,False
33312,3552290,0.9419763057,39399.2451512276,68162067.25021552,19.0,False
33317,3959223,0.0259441818,42083.93992529985,28677961.325546455,26.8,False
33323,3007859,0.7835017643,38346.0545234495,47818695.10525945,19.4,False
33326,3548660,0.2716689341,34982.4403410055,9784271.249316392,21.7,True
33327,3553282,0.0820427065,43782.5513092655,7386631.270683535,24.3,False
33328,3553701,0.0284472297,16436.8175605225,2305435.840091116,26.6,False
33329,3555013,0.5420507863,63538.6523287831,36688105.0043406,20.2,False
33330,3620467,0.2716689341,42696.143026793936,38672945.17999149,21.7,False
33336,3553432,0.2716689341,29296.0472312076,23286678.76181421,21.7,False
33338,3591755,0.0714562102,54927.695266487994,37779306.67954495,24.6,False
33341,3781020,0.1714115092,37015.6010228325,24937264.788528718,22.7,False
33345,2335758,0.7245026508,8865.8619208229,54323582.49040289,19.57,False
33360,3553287,0.0651688382,26627.6791103978,10764550.068259295,24.8,False
33361,3553668,0.0622357573,31871.9416453296,10740921.159491733,24.9,False
33362,3655733,0.0472106499,79204.1142455469,38056283.0443482,25.5,False
33363,3736501,0.1458948557,119265.10949206403,43313897.82035588,23.05,False
33369,3553229,0.0594346868,63263.2893039279,32193562.73720033,25.0,False
33370,3553705,1.1325046106,26833.9761700635,60606184.71928031,18.6,False
33378,3621023,0.0941976306,49616.316815689315,42326158.99146453,24.0,False
33381,3703540,0.0783501764,48228.54359570347,41037537.74056013,24.4,False
33383,3767159,0.0271668934,36248.13529594002,41230657.07512242,26.7,False
33384,3795058,0.0622357573,45862.01263553917,28995197.86555847,24.9,False
33388,2251722,0.6824015094,47046.34697611786,39945447.866337106,19.7,True
33390,3547991,0.3420109247,39813.5752006802,23410613.984883364,21.2,False
33392,3552772,0.0651688382,28494.6776184663,7931709.525526332,24.8,False
33393,3554641,0.1879489824,44098.3310061344,2775048.357347962,22.5,False
33394,3555047,0.3266178974,68458.5818492386,35440310.33753398,21.3,False
33402,3555019,0.1563291544,76907.8961058136,28155688.20882688,22.9,False
33418,3553961,0.0342010925,29531.8055868323,1660330.06153727,26.2,False
33426,3555202,0.0411187571,16439.517631215,12572333.020657146,25.8,False
33427,3696193,0.130028927,49223.32287892488,43840707.42865479,23.3,False
33429,3986731,0.0494356193,47137.88007346338,34016370.16645712,25.4,False
33442,3802568,0.1032856481,122343.8877642469,25968929.854985464,23.8,False
33449,3552661,0.4149922428,48975.3387986218,31325301.733688656,20.78,True
33452,3840784,0.0187948982,17028.907960227396,18283618.22093191,27.5,False
33453,3907552,0.1132504611,54517.4506901593,44937001.283707805,23.6,False
33456,3554416,0.0284472297,33689.540706651,2556191.879543838,26.6,False
33458,3739262,0.2060819612,77775.95451135754,44831137.87228912,22.3,False
33463,54239560,0.0223892723,69891.55212428235,35885629.35249919,27.12,False
33465,2523648,1.2824486324,35957.4507133333,59719662.08686082,18.33,False
33475,3555017,0.0297879063,46938.7124327347,3651801.680384542,26.5,False
33484,3547804,0.8204270649,77687.43881118335,51196988.49590169,19.3,True
33485,3552778,0.2594418179,18730.5199367419,21568773.102688126,21.8,False
33486,3553285,0.3266178974,34701.1684219538,32479949.039903287,21.3,False
33487,3673137,0.0297879063,29936.51483896695,36310775.72549926,26.5,False
33489,3796283,0.1563291544,38000.3774427684,52227177.6447328,22.9,False
33491,54224425,0.1018685158,18885.804557489,25737173.186336458,23.83,False
33494,3624753,0.0517654482,61240.85622739203,45364404.41122026,25.3,False
33496,3753292,0.0714562102,38272.405248142604,6681907.636778886,24.6,False
33505,3550303,0.4305662442,49084.33591256295,25276148.13284983,20.7,True
33507,3690387,0.1794898848,43090.04114307033,25664612.5271875,22.6,False
33508,3968761,0.0567596853,26540.157875811776,36897660.7806097,25.1,False
33513,3550127,0.6223575734,86722.8964086886,55778990.93620908,19.9,True
33514,3555043,0.0149293183,23863.9621639822,850605.186138215,28.0,False
33515,3555203,0.0567596853,34978.0785595015,4210860.903363929,25.1,False
33518,3674619,0.3266178974,72672.29548981255,60196096.304389134,21.3,True
33523,54222246,0.0895447192,44173.2679722801,32792115.87265866,24.11,False
33524,54236583,0.0755161741,84033.22431054566,24930900.371546376,24.48,False
33528,3554862,0.0820427065,31542.7002417769,5289440.632281703,24.3,False
33535,54235665,0.0328125497,29683.637378381198,33103926.935499534,26.29,False
33548,3555789,0.5420507863,75539.3111968288,59972551.28722123,20.2,False
33559,3555014,0.0171411509,33119.11086679353,31333751.53251231,27.7,False
33570,3557087,0.0494356193,45087.3272531369,11996125.109603709,25.4,False
33571,3556961,0.1968067451,55266.0865273409,24160544.77116086,22.4,False
33572,3655452,0.0714562102,54547.16161589039,33034892.07748962,24.6,False
33574,3837713,0.1563291544,39598.998062509796,36017565.87499114,22.9,False
33594,3555018,0.0594346868,97515.5546048778,2113229.564596864,25.0,False
33595,3555164,0.1714115092,11034.2037602536,32161900.72200951,22.7,False
33600,3555046,0.0311917671,37648.0064972977,1965233.663387759,26.4,False
33601,3555154,0.0113250461,45705.152983091,507805.691215918,28.6,False
33602,3557636,0.3926810818,97823.5389521086,57817285.49906329,20.9,True
33608,3555521,0.0748238376,47827.8312768,11580781.897491232,24.5,False
33620,3691095,0.3750075218,88889.3284957335,44751724.72562705,21.0,True
33626,3555766,0.2716689341,41778.8085195266,27708066.30918387,21.7,False
33627,3557752,0.0392681082,57817.7803429914,26685241.252634883,25.9,False
33628,3567657,0.3420109247,29640.920977093403,44014161.101763785,21.2,False
33634,3837848,0.3119176705,74655.3090899977,40579667.16105457,21.4,False
33638,3555652,0.0542050786,103456.69984325375,27661494.188445665,25.2,False
33646,3555069,0.8995803882,69387.3673371166,58636975.05866347,19.1,False
33647,3555172,0.0392681082,25048.992195606297,26229240.463558596,25.9,False
33649,3599867,0.1636967205,34546.08691036271,34363218.67109559,22.8,False
33651,3703785,0.0594346868,57182.80964555665,5571766.830093123,25.0,False
33653,3740664,0.0292442157,23907.443571325803,24610062.27727526,26.54,False
33659,3607530,0.0622357573,33799.383744944025,38012686.76557946,24.9,False
33669,3557084,0.0651688382,7631.4797472831,24134517.95813507,24.8,False
33670,3648765,0.0682401509,21033.055175276768,52190606.42833335,24.7,False
33674,3555153,0.0225964377,48045.3715805364,1567244.88129995,27.1,False
33675,3555212,0.1185877909,49187.511087736,6394812.472048831,23.5,False
33680,3626688,0.0375007522,46688.50084232087,34970831.80511611,26.0,False
33681,3802437,0.0259441818,34230.99610283017,49186179.198147595,26.8,False
33692,3557083,0.0494356193,21695.8769771052,13628567.36061238,25.4,False
33693,3557487,0.3926810818,53048.888316544,41503915.96776234,20.9,True
33698,3797856,0.0986370281,69975.71934098593,32118127.77688284,23.9,False
33707,2477762,0.6824015094,42221.7577757723,30235377.217886563,19.7,False
33711,3555679,0.0430566244,46847.3706527126,1854284.836936082,25.7,False
33712,3555763,0.411187571,107033.6499434705,25424652.89121375,20.8,True
33718,2343098,1.1221217459,42677.53496179001,54987998.01794124,18.62,False
33719,2454094,0.2477650126,36620.13654621266,29738931.840567227,21.9,True
33722,3557332,0.0441001411,25562.0616377375,11760512.279099392,25.648,False
33723,3619458,0.2060819612,40466.492579858605,39796588.52362183,22.3,False
33729,3563491,1.6369672047,101540.5456562503,65572549.69252837,17.8,False
33742,3555707,0.4943561926,43301.7629443062,71798537.45273225,20.4,False
33755,3703072,0.1185877909,51553.9614259619,25966573.217299674,23.5,False
33762,3555676,0.0130028927,86233.4796016224,128840.26795028,28.3,False
33769,3555887,0.0196806745,17484.9777770448,4682122.826896247,27.4,False
33772,3662482,0.0411187571,34506.237248402234,17398812.296874966,25.8,False
33781,2410088,1.330576898,60319.02836598264,34395105.48451237,18.25,False
33784,3555628,0.0326617897,39056.5680880471,4076682.549578226,26.3,False
33787,3709137,0.0472106499,45456.61583606643,34415758.67223542,25.5,False
33790,3837806,0.4305662442,104101.6921675901,43723771.79318298,20.7,False
33796,3555767,0.0472106499,30865.1585006055,3573304.042767301,25.5,False
33797,3555793,0.3420109247,107573.0065862051,34674263.77663564,21.2,False
33799,3559783,0.5943468684,79458.9898154504,67102110.99005362,20.0,False
33808,3555201,0.3926810818,27670.3726592092,37848635.26923265,20.9,False
33820,3732676,0.0622357573,44076.1174326319,33889820.10351851,24.9,False
33830,3555627,0.0196806745,22216.9950283799,3487325.344786674,27.4,False
33831,3555678,0.0472106499,39794.065293113046,32314423.424845237,25.5,False
33837,3031805,0.5224442801,3958.59531973515,46165189.96782774,20.28,False
33839,3555795,0.0748238376,45235.01088905455,17922238.18735449,24.5,False
33840,3556207,0.0297879063,17621.4348748641,4136145.803010277,26.5,False
33847,54104848,0.0326617897,47502.25126798458,38801323.233158864,26.3,False
33852,3557532,0.0986370281,79668.0731907313,7597764.833247844,23.9,False
33858,54031743,0.2594418179,54156.412959873225,51494888.03019728,21.8,False
33860,54252592,0.0063979373,53808.24424475375,23622704.667140033,29.84,False
33867,3557330,0.0100332118,19388.5647725285,1266084.637030897,28.863,False
33869,3627012,0.3750075218,80247.54469327822,58661801.959640495,21.0,False
33870,3714555,0.5176544822,75944.73134696437,53125523.06912402,20.3,False
33876,3555102,0.2157943048,48593.231074822,29711117.162204027,22.2,False
33877,3555764,0.2716689341,56393.5831466054,17035663.74171273,21.7,False
33878,3557483,0.0622357573,52207.4691405965,7757232.078645993,24.9,False
33879,3557880,0.2157943048,81623.1475516237,10901004.10484344,22.2,False
33880,3558277,0.1722027088,60866.6491751548,3377059.357812612,22.69,False
33882,3648676,0.023661375,18378.558882368132,46534282.106204234,27.0,False
33890,3555651,0.0748238376,32198.6316034738,6114582.376012756,24.5,False
33891,3557758,0.0271668934,37539.5416307752,2656595.537179428,26.7,False
33897,3648004,0.0748238376,27086.71753377475,41901458.90331819,24.5,False
33899,3769804,0.358129403,78686.16324428256,55264997.43577625,21.1,False
33901,2479345,0.8590926012,52716.46905476045,38518592.328229725,19.2,False
33903,3555675,0.1185877909,62126.1064151593,11889223.503927007,23.5,False
33904,3555913,0.0628116177,59060.8604101205,6022142.905061717,24.88,False
33906,3556972,0.0430566244,21713.3995355568,4139158.674192503,25.7,False
33914,3555911,0.0651688382,67405.9070885324,6884056.568187907,24.8,False
33916,3556970,0.0392681082,36452.9551235328,4239206.90224876,25.9,False
33918,3557338,0.0392681082,15107.5644477225,4926209.68858586,25.9,False
33921,3704264,0.8995803882,129985.2467362832,31456032.582120527,19.1,False
33922,3771021,0.0375007522,44329.70290162488,26796041.805157717,26.0,False
33924,54215638,0.6223575734,59827.8468396596,26586324.40085657,19.9,False
33928,3557482,0.0472106499,58988.2003567132,1708764.46631995,25.5,False
33937,54115836,0.0392681082,33542.89168204123,22978773.65447968,25.9,False
33943,3555156,0.2051351006,17212.73908193015,33512598.16114889,22.31,False
33945,3557336,0.0342010925,25387.6171868697,6716111.581577284,26.2,False
33946,3558194,0.0651688382,50004.0927403344,8555699.519850317,24.8,False
33955,3557199,0.0039704523,70588.4309346319,40186.909651923,30.876,False
33956,3837984,0.023661375,42028.7675599731,44195540.69891013,27.0,False
33965,3633046,0.0714562102,31235.893698460422,55719419.86011223,24.6,False
33969,3557193,1.0328564805,96693.5350819688,51221689.82691993,18.8,False
33970,3609661,0.0542050786,56584.829512421275,15971184.21542053,25.2,False
33974,3788142,0.0124176661,34896.29628236847,35577200.980488315,28.4,False
33975,3789478,0.0748238376,47343.22821792935,41248135.624006525,24.5,False
33980,3557879,0.0311917671,67069.2112586489,3041184.942769846,26.4,False
33984,3774052,0.130028927,45241.697297404695,38367003.40283205,23.3,False
33990,3557531,0.0247765013,29990.4584897815,6819714.65893899,26.9,False
33993,3558276,0.0472106499,48872.3061166171,4086542.021597381,25.5,False
33994,3630636,0.2594418179,45957.855922430965,49796777.03157812,21.8,False
33996,3799640,0.0941976306,30178.99854040645,47861587.971103504,24.0,False
33997,54054596,0.1968067451,29443.3334376893,56966761.953469336,22.4,False
34019,3611396,0.0311917671,37121.454690925304,36626185.36385634,26.4,False
34030,3557824,0.2060819612,39002.2278317644,21503820.07118048,22.3,False
34032,3558898,0.0594346868,28084.610165698,10979155.18403504,25.0,False
34036,3836267,0.0820427065,49689.62230166515,25582630.800057326,24.3,False
34037,3838213,0.0494356193,36813.85271368841,28281359.59895218,25.4,False
34047,3559739,0.6223575734,91635.1082307209,36646707.653443135,19.9,False
34048,3669145,0.0284472297,30614.5679450734,36982901.23055496,26.6,False
34053,54114198,0.0714562102,78780.91081246523,21180513.462955132,24.6,False
34058,3557959,0.0271668934,32122.5696342213,287610.985665709,26.7,False
34060,3704158,0.1132504611,56395.24810237213,35562291.45837264,23.6,False
34065,54201454,0.0332690178,17624.3996273763,46602159.29237061,26.26,False
34075,54203007,0.1745982871,47400.43630135675,26059034.537019625,22.66,False
34079,3555211,1.3615700154,52492.954561155,40347996.93753474,18.2,False
34090,3557956,0.0311917671,54264.3894423482,1885236.09768675,26.4,False
34093,3559597,0.0284472297,44412.4290480761,2009543.191141142,26.6,False
34100,3667432,0.0472106499,51373.88850991443,36311877.96509871,25.5,False
34102,3745110,0.130028927,22767.561245746925,56566772.44448155,23.3,False
34104,3989457,0.1361570015,74070.55009152503,39893885.545870215,23.2,False
34114,3696140,0.8204270649,112483.88996501209,59340291.54259003,19.3,False
34116,2367789,0.2535362011,55020.532042018946,42244160.935228184,21.85,True
34119,3557827,0.0342010925,20602.18673132,3716013.03557231,26.2,False
34121,3558196,0.0247765013,36982.0290166009,940139.825488742,26.9,False
34129,54005666,0.0156329154,44148.06832968125,1501579.2104189768,27.9,False
34132,54255053,0.3872932954,61825.566577486,38787804.010067865,20.93,False
34138,3843134,0.5781492662,68608.87751802804,52562784.33194753,20.06,False
34142,3462097,0.6516883822,5841.8742586587,53555609.52033308,19.8,False
34143,3557878,0.0206081961,16565.0912330126,2628062.810233263,27.3,False
34152,3555794,0.1794898848,36169.6625011876,20730892.187779568,22.6,False
34153,3558281,0.0284472297,29890.142709387,6588208.828518507,26.6,False
34155,3559841,0.2157943048,78171.9428466115,9500693.960778216,22.2,False
34164,3645993,0.2844722965,118181.2117472035,13530545.338466657,21.6,True
34170,3838873,0.0714562102,42207.1333264054,49638908.64208852,24.6,False
34178,3559906,0.0124176661,19712.9294937924,566160.574029139,28.4,False
34187,3555103,0.8995803882,40209.5010052804,44442847.89410809,19.1,False
34191,54248970,0.1506745763,73783.36247588294,24780734.480927285,22.98,False
34196,3559595,0.0311917671,64312.4694202265,1262602.985963239,26.4,False
34202,3745105,0.1563291544,76563.87399456026,19691471.905409586,22.9,False
34209,3557334,0.2477650126,69604.7191038371,27987405.46014537,21.9,False
34210,3558280,0.3926810818,60561.0257467306,27577026.06991716,20.9,False
34211,3703784,0.0941976306,22685.930940663875,54106539.9503516,24.0,False
34218,2523941,0.2060819612,19325.7406265899,20411597.77946784,22.3,False
34220,3556971,0.3266178974,17555.250162117,35870307.797956765,21.3,False
34221,3558197,0.0472106499,27184.5368618778,3549477.021540495,25.5,False
34228,54179306,0.0136785474,36499.36382539835,13219583.950387962,28.19,False
34236,2373135,0.7482383761,74327.9213173897,53360776.25138908,19.5,True
34239,3557822,1.1325046106,43991.97959572575,53770497.89219577,18.6,False
34241,3781714,0.1081533507,43288.07715999838,41833107.890831575,23.7,False
34245,54248563,0.1076564312,71788.99475152262,26519918.427462816,23.71,False
34250,3561027,0.1794898848,55210.5840573734,11922797.9932477,22.6,False
34272,3557637,0.1185877909,45740.9938183286,24684047.692076948,23.5,False
34276,3791281,1.2417666126,90531.90394427085,54508836.391886234,18.4,False
34284,3748484,0.0215794305,27135.42071611728,43918964.01324017,27.2,False
34292,3559908,0.0247765013,50151.3999353702,34495766.23107415,26.9,False
34296,2011885,1.1750057146,60983.75257509545,33595079.69476274,18.52,False
34299,3672359,0.0714562102,34751.62177773622,51056519.03706582,24.6,False
34301,3769812,0.1132504611,43715.39191950945,35167278.09065371,23.6,False
34302,3843912,0.0899580388,33182.5329210333,26149395.431585785,24.1,False
34305,3663827,0.0899580388,65823.25853763669,41780768.12743805,24.1,False
34312,3879723,0.0411187571,46050.87456454764,13430201.248209603,25.8,False
34319,3560196,0.0179489885,27524.8945498361,4696294.248081134,27.6,False
34321,3560918,0.0682401509,37426.5743821441,3038990.446735455,24.7,False
34340,3560129,0.0622357573,81284.5055866943,6685065.760012989,24.9,False
34341,3560770,0.1425738833,114491.8980019584,2149495.603834809,23.1,False
34345,3825281,0.0977327184,36335.00851038603,51396173.03331826,23.92,False
34351,3684737,0.0098637028,62608.19641304726,23552406.690734625,28.9,False
34355,54266060,0.0134288857,25079.42480482735,17140186.15034484,28.23,False
34360,3559912,0.130028927,28381.8059333234,3840369.197128062,23.3,False
34362,3772399,0.0494356193,50598.80710411358,14776507.6894221,25.4,False
34371,3559784,0.0820427065,66676.6045662224,9076450.13915414,24.3,False
34376,3557486,0.6223575734,68949.38736796645,29120947.611058805,19.9,True
34380,3827141,0.0179489885,56673.43012438308,36912777.737625234,27.6,False
34382,2256670,1.3741684676,2563.5795746517,45640126.21753502,18.18,False
34384,3560055,0.0941976306,52634.8667656138,5048387.435878246,24.0,False
34385,3560197,0.0859092601,40223.4824066299,4098457.237626502,24.2,False
34386,3562866,0.9419763057,93258.2896387643,62259518.71674873,19.0,True
34393,3685812,0.2594418179,84397.05603234122,49956434.28933417,21.8,False
34399,3559547,0.3963145151,37640.018303442,18568624.276839048,20.88,False
34401,3560056,0.0594346868,25011.26552273575,29967678.264723275,25.0,False
34402,3560131,0.0342010925,22622.4555330402,2903144.1365384,26.2,False
34403,3560771,0.0098637028,50655.9818056291,805670.99751886,28.9,False
34409,3781043,0.0748238376,44451.065216046365,38661231.38702248,24.5,False
34421,54209310,0.0277996916,55540.3842191218,24968980.000722118,26.65,False
34422,54269647,0.0080545258,44991.33405089013,35629387.154616,29.34,False
34424,2433939,0.3420109247,58349.9645686009,53462158.02810249,21.2,False
34427,3563431,0.0748238376,45828.7272121399,4279000.354542796,24.5,False
34433,3559740,0.1968067451,27151.004875635852,35340117.51565648,22.4,False
34435,3560913,0.1132504611,42423.5070266393,34423201.31586579,23.6,False
34437,3574903,0.2259643771,42742.1033656753,35452467.70763527,22.1,False
34439,3893457,0.0259441818,57485.3404537251,32744310.564318787,26.8,False
34441,54265777,0.0258249791,53824.140746420846,25806070.866839528,26.81,False
34444,3559910,0.0682401509,40354.1674218151,4622224.662536532,24.7,False
34446,3560132,0.0311917671,17466.6757229139,6701494.583136602,26.4,False
34447,3631992,0.130028927,52460.980854080175,29802095.5955309,23.3,False
34451,3840791,0.0210882227,29250.872153861692,25240793.008755464,27.25,False
34454,54155286,0.4831032718,117974.5573269805,46235553.47558011,20.45,False
34463,54051017,0.4721064988,97654.31445206383,60940294.29234719,20.5,False
34465,54190794,0.0651688382,14939.589594059624,38259757.106209785,24.8,False
34472,3559598,0.4508582062,73105.56060265281,53339499.539743856,20.6,False
34473,3560916,0.0567596853,20615.9954255517,16541114.590947928,25.1,False
34474,3843748,1.2417666126,63056.5838695674,39881643.544513926,18.4,False
34478,3770987,0.0171411509,46382.982901380274,34553739.03665316,27.7,False
34479,3773752,0.2844722965,50674.115882238424,38837476.498790495,21.6,True
34482,54253547,0.0496638037,32407.7188658138,19664329.820316553,25.39,False
34487,3560080,0.1132504611,40827.73590571285,41930596.92568606,23.6,False
34488,3625707,0.0986370281,13574.095685048234,50710919.32533082,23.9,False
34490,3879383,0.008590926,15325.749418768797,16245932.711397888,29.2,False
34495,3558389,1.30028927,59646.975126124,18443852.906395115,18.3,True
34497,3602687,0.023661375,28394.77628018948,27216871.868214134,27.0,False
34498,3740501,0.1158884032,40930.6568079459,19128863.55773657,23.55,False
34501,3773919,0.1714115092,50035.3958036553,37040858.883650675,22.7,False
34502,54017139,0.0358129403,40282.8030132832,40059131.6709677,26.1,False
34506,3561024,0.0358129403,56014.0785167728,1024332.998091984,26.1,False
34507,3563434,0.3296400556,16722.388168273697,43222135.29622236,21.28,False
34508,3653250,0.0899580388,33113.0455252513,39538425.003518075,24.1,False
34511,3561030,0.0517654482,53711.857203883774,27931338.313978963,25.3,False
34513,3563279,0.0899580388,43319.4788291562,9863200.790944112,24.1,False
34530,3645200,0.3750075218,113662.2957604265,44650239.77458711,21.0,True
34531,3682927,0.0517654482,63169.677938334054,39813320.16774049,25.3,False
34533,3703788,0.0311917671,50152.7425980708,27872285.486043204,26.4,False
34536,3819570,0.0594346868,49677.8961219656,35858898.52940388,25.0,False
34540,3560818,0.0542050786,68649.999911797,2409547.625009757,25.2,False
34541,3562033,0.0342010925,47527.39924319075,24522213.658777535,26.2,False
34547,2495222,0.42076536,33453.817207184846,51810714.59781807,20.75,False
34549,3560817,0.1794898848,32428.603637659202,35558639.32806563,22.6,False
34573,3552577,1.2883681464,45837.9831017017,53609199.426750846,18.32,False
34575,3562831,0.1636967205,24509.9600919221,15671845.97846276,22.8,False
34576,3616700,0.023661375,53097.1181855478,9372289.8678576,27.0,False
34584,3564020,0.0472106499,26020.0074971881,7558723.20000928,25.5,False
34596,3560198,0.1241766613,12092.41161642825,45560341.53708291,23.4,False
34597,3564018,0.4721064988,55512.7498208671,45471274.35367666,20.5,False
34600,3550056,0.7835017643,74492.5196466601,56493902.55905541,19.4,False
34603,3704266,0.1032856481,45801.969729724704,34878533.212972544,23.8,False
34604,3802018,0.2844722965,50082.1238045736,43950174.102241606,21.6,False
34605,3841169,0.0899580388,43724.0414416678,12208848.50109176,24.1,False
